Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807910 Madrid distrito 10;2807910140 Madrid sección 10140;Edad media de la población;2022;49,8
28079 Madrid;2807910 Madrid distrito 10;2807910140 Madrid sección 10140;Porcentaje de población menor de 18 años;2022;10,8
28079 Madrid;2807910 Madrid distrito 10;2807910140 Madrid sección 10140;Porcentaje de población de 65 y más años;2022;29,7
28079 Madrid;2807910 Madrid distrito 10;2807910140 Madrid sección 10140;Población;2022;795
28079 Madrid;2807910 Madrid distrito 10;2807910140 Madrid sección 10140;Porcentaje de población española;2022;85,9
28079 Madrid;2807910 Madrid distrito 10;2807910142 Madrid sección 10142;Edad media de la población;2022;44,3
28079 Madrid;2807910 Madrid distrito 10;2807910142 Madrid sección 10142;Porcentaje de población menor de 18 años;2022;14,1
28079 Madrid;2807910 Madrid distrito 10;2807910142 Madrid sección 10142;Porcentaje de población de 65 y más años;2022;21
28079 Madrid;2807910 Madrid distrito 10;2807910142 Madrid sección 10142;Población;2022;1.835
28079 Madrid;2807910 Madrid distrito 10;2807910142 Madrid sección 10142;Porcentaje de población española;2022;73,8
28079 Madrid;2807910 Madrid distrito 10;2807910143 Madrid sección 10143;Edad media de la población;2022;46,4
28079 Madrid;2807910 Madrid distrito 10;2807910143 Madrid sección 10143;Porcentaje de población menor de 18 años;2022;14,5
28079 Madrid;2807910 Madrid distrito 10;2807910143 Madrid sección 10143;Porcentaje de población de 65 y más años;2022;24,8
28079 Madrid;2807910 Madrid distrito 10;2807910143 Madrid sección 10143;Población;2022;1.335
28079 Madrid;2807910 Madrid distrito 10;2807910143 Madrid sección 10143;Porcentaje de población española;2022;81,7
28079 Madrid;2807910 Madrid distrito 10;2807910144 Madrid sección 10144;Edad media de la población;2022;40,5
28079 Madrid;2807910 Madrid distrito 10;2807910144 Madrid sección 10144;Porcentaje de población menor de 18 años;2022;15,7
28079 Madrid;2807910 Madrid distrito 10;2807910144 Madrid sección 10144;Porcentaje de población de 65 y más años;2022;14,4
28079 Madrid;2807910 Madrid distrito 10;2807910144 Madrid sección 10144;Población;2022;1.532
28079 Madrid;2807910 Madrid distrito 10;2807910144 Madrid sección 10144;Porcentaje de población española;2022;61,3
28079 Madrid;2807910 Madrid distrito 10;2807910145 Madrid sección 10145;Edad media de la población;2022;45,4
28079 Madrid;2807910 Madrid distrito 10;2807910145 Madrid sección 10145;Porcentaje de población menor de 18 años;2022;13,6
28079 Madrid;2807910 Madrid distrito 10;2807910145 Madrid sección 10145;Porcentaje de población de 65 y más años;2022;24
28079 Madrid;2807910 Madrid distrito 10;2807910145 Madrid sección 10145;Población;2022;1.583
28079 Madrid;2807910 Madrid distrito 10;2807910145 Madrid sección 10145;Porcentaje de población española;2022;69,7
28079 Madrid;2807910 Madrid distrito 10;2807910146 Madrid sección 10146;Edad media de la población;2022;46,1
28079 Madrid;2807910 Madrid distrito 10;2807910146 Madrid sección 10146;Porcentaje de población menor de 18 años;2022;12,4
28079 Madrid;2807910 Madrid distrito 10;2807910146 Madrid sección 10146;Porcentaje de población de 65 y más años;2022;23,3
28079 Madrid;2807910 Madrid distrito 10;2807910146 Madrid sección 10146;Población;2022;1.358
28079 Madrid;2807910 Madrid distrito 10;2807910146 Madrid sección 10146;Porcentaje de población española;2022;70,9
28079 Madrid;2807910 Madrid distrito 10;2807910147 Madrid sección 10147;Edad media de la población;2022;42,6
28079 Madrid;2807910 Madrid distrito 10;2807910147 Madrid sección 10147;Porcentaje de población menor de 18 años;2022;15,6
28079 Madrid;2807910 Madrid distrito 10;2807910147 Madrid sección 10147;Porcentaje de población de 65 y más años;2022;18,6
28079 Madrid;2807910 Madrid distrito 10;2807910147 Madrid sección 10147;Población;2022;1.619
28079 Madrid;2807910 Madrid distrito 10;2807910147 Madrid sección 10147;Porcentaje de población española;2022;62,1
28079 Madrid;2807910 Madrid distrito 10;2807910148 Madrid sección 10148;Edad media de la población;2022;41,3
28079 Madrid;2807910 Madrid distrito 10;2807910148 Madrid sección 10148;Porcentaje de población menor de 18 años;2022;15,8
28079 Madrid;2807910 Madrid distrito 10;2807910148 Madrid sección 10148;Porcentaje de población de 65 y más años;2022;15,3
28079 Madrid;2807910 Madrid distrito 10;2807910148 Madrid sección 10148;Población;2022;1.554
28079 Madrid;2807910 Madrid distrito 10;2807910148 Madrid sección 10148;Porcentaje de población española;2022;62,2
28079 Madrid;2807910 Madrid distrito 10;2807910149 Madrid sección 10149;Edad media de la población;2022;43,1
28079 Madrid;2807910 Madrid distrito 10;2807910149 Madrid sección 10149;Porcentaje de población menor de 18 años;2022;14,8
28079 Madrid;2807910 Madrid distrito 10;2807910149 Madrid sección 10149;Porcentaje de población de 65 y más años;2022;19,4
28079 Madrid;2807910 Madrid distrito 10;2807910149 Madrid sección 10149;Población;2022;1.977
28079 Madrid;2807910 Madrid distrito 10;2807910149 Madrid sección 10149;Porcentaje de población española;2022;64,2
28079 Madrid;2807910 Madrid distrito 10;2807910150 Madrid sección 10150;Edad media de la población;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910150 Madrid sección 10150;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910150 Madrid sección 10150;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910150 Madrid sección 10150;Población;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910150 Madrid sección 10150;Porcentaje de población española;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910151 Madrid sección 10151;Edad media de la población;2022;44,4
28079 Madrid;2807910 Madrid distrito 10;2807910151 Madrid sección 10151;Porcentaje de población menor de 18 años;2022;13,6
28079 Madrid;2807910 Madrid distrito 10;2807910151 Madrid sección 10151;Porcentaje de población de 65 y más años;2022;21,6
28079 Madrid;2807910 Madrid distrito 10;2807910151 Madrid sección 10151;Población;2022;1.814
28079 Madrid;2807910 Madrid distrito 10;2807910151 Madrid sección 10151;Porcentaje de población española;2022;72,7
28079 Madrid;2807910 Madrid distrito 10;2807910152 Madrid sección 10152;Edad media de la población;2022;47,5
28079 Madrid;2807910 Madrid distrito 10;2807910152 Madrid sección 10152;Porcentaje de población menor de 18 años;2022;15,7
28079 Madrid;2807910 Madrid distrito 10;2807910152 Madrid sección 10152;Porcentaje de población de 65 y más años;2022;27,5
28079 Madrid;2807910 Madrid distrito 10;2807910152 Madrid sección 10152;Población;2022;794
28079 Madrid;2807910 Madrid distrito 10;2807910152 Madrid sección 10152;Porcentaje de población española;2022;94,7
28079 Madrid;2807910 Madrid distrito 10;2807910153 Madrid sección 10153;Edad media de la población;2022;43,7
28079 Madrid;2807910 Madrid distrito 10;2807910153 Madrid sección 10153;Porcentaje de población menor de 18 años;2022;13,3
28079 Madrid;2807910 Madrid distrito 10;2807910153 Madrid sección 10153;Porcentaje de población de 65 y más años;2022;17,3
28079 Madrid;2807910 Madrid distrito 10;2807910153 Madrid sección 10153;Población;2022;2.557
28079 Madrid;2807910 Madrid distrito 10;2807910153 Madrid sección 10153;Porcentaje de población española;2022;84,9
28079 Madrid;2807910 Madrid distrito 10;2807910154 Madrid sección 10154;Edad media de la población;2022;45,3
28079 Madrid;2807910 Madrid distrito 10;2807910154 Madrid sección 10154;Porcentaje de población menor de 18 años;2022;15,2
28079 Madrid;2807910 Madrid distrito 10;2807910154 Madrid sección 10154;Porcentaje de población de 65 y más años;2022;24,2
28079 Madrid;2807910 Madrid distrito 10;2807910154 Madrid sección 10154;Población;2022;844
28079 Madrid;2807910 Madrid distrito 10;2807910154 Madrid sección 10154;Porcentaje de población española;2022;84,5
28079 Madrid;2807910 Madrid distrito 10;2807910156 Madrid sección 10156;Edad media de la población;2022;56,2
28079 Madrid;2807910 Madrid distrito 10;2807910156 Madrid sección 10156;Porcentaje de población menor de 18 años;2022;12,1
28079 Madrid;2807910 Madrid distrito 10;2807910156 Madrid sección 10156;Porcentaje de población de 65 y más años;2022;47,8
28079 Madrid;2807910 Madrid distrito 10;2807910156 Madrid sección 10156;Población;2022;830
28079 Madrid;2807910 Madrid distrito 10;2807910156 Madrid sección 10156;Porcentaje de población española;2022;94,3
28079 Madrid;2807910 Madrid distrito 10;2807910157 Madrid sección 10157;Edad media de la población;2022;53,6
28079 Madrid;2807910 Madrid distrito 10;2807910157 Madrid sección 10157;Porcentaje de población menor de 18 años;2022;14,2
28079 Madrid;2807910 Madrid distrito 10;2807910157 Madrid sección 10157;Porcentaje de población de 65 y más años;2022;40,7
28079 Madrid;2807910 Madrid distrito 10;2807910157 Madrid sección 10157;Población;2022;735
28079 Madrid;2807910 Madrid distrito 10;2807910157 Madrid sección 10157;Porcentaje de población española;2022;97,3
28079 Madrid;2807910 Madrid distrito 10;2807910158 Madrid sección 10158;Edad media de la población;2022;49
28079 Madrid;2807910 Madrid distrito 10;2807910158 Madrid sección 10158;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807910 Madrid distrito 10;2807910158 Madrid sección 10158;Porcentaje de población de 65 y más años;2022;31,6
28079 Madrid;2807910 Madrid distrito 10;2807910158 Madrid sección 10158;Población;2022;1.125
28079 Madrid;2807910 Madrid distrito 10;2807910158 Madrid sección 10158;Porcentaje de población española;2022;97,1
28079 Madrid;2807910 Madrid distrito 10;2807910159 Madrid sección 10159;Edad media de la población;2022;49,9
28079 Madrid;2807910 Madrid distrito 10;2807910159 Madrid sección 10159;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807910 Madrid distrito 10;2807910159 Madrid sección 10159;Porcentaje de población de 65 y más años;2022;30,3
28079 Madrid;2807910 Madrid distrito 10;2807910159 Madrid sección 10159;Población;2022;1.124
28079 Madrid;2807910 Madrid distrito 10;2807910159 Madrid sección 10159;Porcentaje de población española;2022;97,8
28079 Madrid;2807910 Madrid distrito 10;2807910161 Madrid sección 10161;Edad media de la población;2022;47,9
28079 Madrid;2807910 Madrid distrito 10;2807910161 Madrid sección 10161;Porcentaje de población menor de 18 años;2022;12
28079 Madrid;2807910 Madrid distrito 10;2807910161 Madrid sección 10161;Porcentaje de población de 65 y más años;2022;25,8
28079 Madrid;2807910 Madrid distrito 10;2807910161 Madrid sección 10161;Población;2022;1.622
28079 Madrid;2807910 Madrid distrito 10;2807910161 Madrid sección 10161;Porcentaje de población española;2022;86,7
28079 Madrid;2807910 Madrid distrito 10;2807910162 Madrid sección 10162;Edad media de la población;2022;48,5
28079 Madrid;2807910 Madrid distrito 10;2807910162 Madrid sección 10162;Porcentaje de población menor de 18 años;2022;12,7
28079 Madrid;2807910 Madrid distrito 10;2807910162 Madrid sección 10162;Porcentaje de población de 65 y más años;2022;26,9
28079 Madrid;2807910 Madrid distrito 10;2807910162 Madrid sección 10162;Población;2022;913
28079 Madrid;2807910 Madrid distrito 10;2807910162 Madrid sección 10162;Porcentaje de población española;2022;82,3
28079 Madrid;2807910 Madrid distrito 10;2807910163 Madrid sección 10163;Edad media de la población;2022;51,3
28079 Madrid;2807910 Madrid distrito 10;2807910163 Madrid sección 10163;Porcentaje de población menor de 18 años;2022;13,4
28079 Madrid;2807910 Madrid distrito 10;2807910163 Madrid sección 10163;Porcentaje de población de 65 y más años;2022;35,7
28079 Madrid;2807910 Madrid distrito 10;2807910163 Madrid sección 10163;Población;2022;749
28079 Madrid;2807910 Madrid distrito 10;2807910163 Madrid sección 10163;Porcentaje de población española;2022;82
28079 Madrid;2807910 Madrid distrito 10;2807910164 Madrid sección 10164;Edad media de la población;2022;44,9
28079 Madrid;2807910 Madrid distrito 10;2807910164 Madrid sección 10164;Porcentaje de población menor de 18 años;2022;13,9
28079 Madrid;2807910 Madrid distrito 10;2807910164 Madrid sección 10164;Porcentaje de población de 65 y más años;2022;20,7
28079 Madrid;2807910 Madrid distrito 10;2807910164 Madrid sección 10164;Población;2022;1.426
28079 Madrid;2807910 Madrid distrito 10;2807910164 Madrid sección 10164;Porcentaje de población española;2022;73,8
28079 Madrid;2807910 Madrid distrito 10;2807910165 Madrid sección 10165;Edad media de la población;2022;47,1
28079 Madrid;2807910 Madrid distrito 10;2807910165 Madrid sección 10165;Porcentaje de población menor de 18 años;2022;12,9
28079 Madrid;2807910 Madrid distrito 10;2807910165 Madrid sección 10165;Porcentaje de población de 65 y más años;2022;25
28079 Madrid;2807910 Madrid distrito 10;2807910165 Madrid sección 10165;Población;2022;1.117
28079 Madrid;2807910 Madrid distrito 10;2807910165 Madrid sección 10165;Porcentaje de población española;2022;88,1
28079 Madrid;2807910 Madrid distrito 10;2807910167 Madrid sección 10167;Edad media de la población;2022;45,7
28079 Madrid;2807910 Madrid distrito 10;2807910167 Madrid sección 10167;Porcentaje de población menor de 18 años;2022;12,4
28079 Madrid;2807910 Madrid distrito 10;2807910167 Madrid sección 10167;Porcentaje de población de 65 y más años;2022;19,7
28079 Madrid;2807910 Madrid distrito 10;2807910167 Madrid sección 10167;Población;2022;2.196
28079 Madrid;2807910 Madrid distrito 10;2807910167 Madrid sección 10167;Porcentaje de población española;2022;89,4
28079 Madrid;2807910 Madrid distrito 10;2807910168 Madrid sección 10168;Edad media de la población;2022;46,5
28079 Madrid;2807910 Madrid distrito 10;2807910168 Madrid sección 10168;Porcentaje de población menor de 18 años;2022;14,9
28079 Madrid;2807910 Madrid distrito 10;2807910168 Madrid sección 10168;Porcentaje de población de 65 y más años;2022;26,7
28079 Madrid;2807910 Madrid distrito 10;2807910168 Madrid sección 10168;Población;2022;1.336
28079 Madrid;2807910 Madrid distrito 10;2807910168 Madrid sección 10168;Porcentaje de población española;2022;75,8
28079 Madrid;2807910 Madrid distrito 10;2807910169 Madrid sección 10169;Edad media de la población;2022;47,1
28079 Madrid;2807910 Madrid distrito 10;2807910169 Madrid sección 10169;Porcentaje de población menor de 18 años;2022;14
28079 Madrid;2807910 Madrid distrito 10;2807910169 Madrid sección 10169;Porcentaje de población de 65 y más años;2022;27,4
28079 Madrid;2807910 Madrid distrito 10;2807910169 Madrid sección 10169;Población;2022;810
28079 Madrid;2807910 Madrid distrito 10;2807910169 Madrid sección 10169;Porcentaje de población española;2022;80,6
28079 Madrid;2807910 Madrid distrito 10;2807910170 Madrid sección 10170;Edad media de la población;2022;46,6
28079 Madrid;2807910 Madrid distrito 10;2807910170 Madrid sección 10170;Porcentaje de población menor de 18 años;2022;12,6
28079 Madrid;2807910 Madrid distrito 10;2807910170 Madrid sección 10170;Porcentaje de población de 65 y más años;2022;24,1
28079 Madrid;2807910 Madrid distrito 10;2807910170 Madrid sección 10170;Población;2022;1.147
28079 Madrid;2807910 Madrid distrito 10;2807910170 Madrid sección 10170;Porcentaje de población española;2022;88,1
28079 Madrid;2807910 Madrid distrito 10;2807910171 Madrid sección 10171;Edad media de la población;2022;48,5
28079 Madrid;2807910 Madrid distrito 10;2807910171 Madrid sección 10171;Porcentaje de población menor de 18 años;2022;14,3
28079 Madrid;2807910 Madrid distrito 10;2807910171 Madrid sección 10171;Porcentaje de población de 65 y más años;2022;30,3
28079 Madrid;2807910 Madrid distrito 10;2807910171 Madrid sección 10171;Población;2022;1.116
28079 Madrid;2807910 Madrid distrito 10;2807910171 Madrid sección 10171;Porcentaje de población española;2022;87,7
28079 Madrid;2807910 Madrid distrito 10;2807910172 Madrid sección 10172;Edad media de la población;2022;48
28079 Madrid;2807910 Madrid distrito 10;2807910172 Madrid sección 10172;Porcentaje de población menor de 18 años;2022;13,2
28079 Madrid;2807910 Madrid distrito 10;2807910172 Madrid sección 10172;Porcentaje de población de 65 y más años;2022;27,5
28079 Madrid;2807910 Madrid distrito 10;2807910172 Madrid sección 10172;Población;2022;752
28079 Madrid;2807910 Madrid distrito 10;2807910172 Madrid sección 10172;Porcentaje de población española;2022;84,6
28079 Madrid;2807910 Madrid distrito 10;2807910173 Madrid sección 10173;Edad media de la población;2022;48,9
28079 Madrid;2807910 Madrid distrito 10;2807910173 Madrid sección 10173;Porcentaje de población menor de 18 años;2022;13,2
28079 Madrid;2807910 Madrid distrito 10;2807910173 Madrid sección 10173;Porcentaje de población de 65 y más años;2022;32,3
28079 Madrid;2807910 Madrid distrito 10;2807910173 Madrid sección 10173;Población;2022;1.549
28079 Madrid;2807910 Madrid distrito 10;2807910173 Madrid sección 10173;Porcentaje de población española;2022;87,7
28079 Madrid;2807910 Madrid distrito 10;2807910174 Madrid sección 10174;Edad media de la población;2022;49,6
28079 Madrid;2807910 Madrid distrito 10;2807910174 Madrid sección 10174;Porcentaje de población menor de 18 años;2022;13,5
28079 Madrid;2807910 Madrid distrito 10;2807910174 Madrid sección 10174;Porcentaje de población de 65 y más años;2022;34
28079 Madrid;2807910 Madrid distrito 10;2807910174 Madrid sección 10174;Población;2022;912
28079 Madrid;2807910 Madrid distrito 10;2807910174 Madrid sección 10174;Porcentaje de población española;2022;90,9
28079 Madrid;2807910 Madrid distrito 10;2807910175 Madrid sección 10175;Edad media de la población;2022;49
28079 Madrid;2807910 Madrid distrito 10;2807910175 Madrid sección 10175;Porcentaje de población menor de 18 años;2022;13,1
28079 Madrid;2807910 Madrid distrito 10;2807910175 Madrid sección 10175;Porcentaje de población de 65 y más años;2022;31,2
28079 Madrid;2807910 Madrid distrito 10;2807910175 Madrid sección 10175;Población;2022;812
28079 Madrid;2807910 Madrid distrito 10;2807910175 Madrid sección 10175;Porcentaje de población española;2022;87,4
28079 Madrid;2807910 Madrid distrito 10;2807910176 Madrid sección 10176;Edad media de la población;2022;49,5
28079 Madrid;2807910 Madrid distrito 10;2807910176 Madrid sección 10176;Porcentaje de población menor de 18 años;2022;13,3
28079 Madrid;2807910 Madrid distrito 10;2807910176 Madrid sección 10176;Porcentaje de población de 65 y más años;2022;34,6
28079 Madrid;2807910 Madrid distrito 10;2807910176 Madrid sección 10176;Población;2022;1.216
28079 Madrid;2807910 Madrid distrito 10;2807910176 Madrid sección 10176;Porcentaje de población española;2022;88,9
28079 Madrid;2807910 Madrid distrito 10;2807910178 Madrid sección 10178;Edad media de la población;2022;51
28079 Madrid;2807910 Madrid distrito 10;2807910178 Madrid sección 10178;Porcentaje de población menor de 18 años;2022;11,8
28079 Madrid;2807910 Madrid distrito 10;2807910178 Madrid sección 10178;Porcentaje de población de 65 y más años;2022;35,4
28079 Madrid;2807910 Madrid distrito 10;2807910178 Madrid sección 10178;Población;2022;1.047
28079 Madrid;2807910 Madrid distrito 10;2807910178 Madrid sección 10178;Porcentaje de población española;2022;91
28079 Madrid;2807910 Madrid distrito 10;2807910179 Madrid sección 10179;Edad media de la población;2022;50,8
28079 Madrid;2807910 Madrid distrito 10;2807910179 Madrid sección 10179;Porcentaje de población menor de 18 años;2022;11,2
28079 Madrid;2807910 Madrid distrito 10;2807910179 Madrid sección 10179;Porcentaje de población de 65 y más años;2022;29,6
28079 Madrid;2807910 Madrid distrito 10;2807910179 Madrid sección 10179;Población;2022;1.090
28079 Madrid;2807910 Madrid distrito 10;2807910179 Madrid sección 10179;Porcentaje de población española;2022;85,8
28079 Madrid;2807910 Madrid distrito 10;2807910180 Madrid sección 10180;Edad media de la población;2022;48,1
28079 Madrid;2807910 Madrid distrito 10;2807910180 Madrid sección 10180;Porcentaje de población menor de 18 años;2022;13,4
28079 Madrid;2807910 Madrid distrito 10;2807910180 Madrid sección 10180;Porcentaje de población de 65 y más años;2022;26,9
28079 Madrid;2807910 Madrid distrito 10;2807910180 Madrid sección 10180;Población;2022;1.200
28079 Madrid;2807910 Madrid distrito 10;2807910180 Madrid sección 10180;Porcentaje de población española;2022;86,6
28079 Madrid;2807910 Madrid distrito 10;2807910181 Madrid sección 10181;Edad media de la población;2022;49,2
28079 Madrid;2807910 Madrid distrito 10;2807910181 Madrid sección 10181;Porcentaje de población menor de 18 años;2022;12,8
28079 Madrid;2807910 Madrid distrito 10;2807910181 Madrid sección 10181;Porcentaje de población de 65 y más años;2022;28,6
28079 Madrid;2807910 Madrid distrito 10;2807910181 Madrid sección 10181;Población;2022;1.141
28079 Madrid;2807910 Madrid distrito 10;2807910181 Madrid sección 10181;Porcentaje de población española;2022;86,4
28079 Madrid;2807910 Madrid distrito 10;2807910182 Madrid sección 10182;Edad media de la población;2022;44,7
28079 Madrid;2807910 Madrid distrito 10;2807910182 Madrid sección 10182;Porcentaje de población menor de 18 años;2022;13,7
28079 Madrid;2807910 Madrid distrito 10;2807910182 Madrid sección 10182;Porcentaje de población de 65 y más años;2022;18,7
28079 Madrid;2807910 Madrid distrito 10;2807910182 Madrid sección 10182;Población;2022;1.124
28079 Madrid;2807910 Madrid distrito 10;2807910182 Madrid sección 10182;Porcentaje de población española;2022;78,7
28079 Madrid;2807910 Madrid distrito 10;2807910183 Madrid sección 10183;Edad media de la población;2022;48,6
28079 Madrid;2807910 Madrid distrito 10;2807910183 Madrid sección 10183;Porcentaje de población menor de 18 años;2022;13,5
28079 Madrid;2807910 Madrid distrito 10;2807910183 Madrid sección 10183;Porcentaje de población de 65 y más años;2022;28,5
28079 Madrid;2807910 Madrid distrito 10;2807910183 Madrid sección 10183;Población;2022;986
28079 Madrid;2807910 Madrid distrito 10;2807910183 Madrid sección 10183;Porcentaje de población española;2022;87,8
28079 Madrid;2807910 Madrid distrito 10;2807910184 Madrid sección 10184;Edad media de la población;2022;51,8
28079 Madrid;2807910 Madrid distrito 10;2807910184 Madrid sección 10184;Porcentaje de población menor de 18 años;2022;11,8
28079 Madrid;2807910 Madrid distrito 10;2807910184 Madrid sección 10184;Porcentaje de población de 65 y más años;2022;34
28079 Madrid;2807910 Madrid distrito 10;2807910184 Madrid sección 10184;Población;2022;962
28079 Madrid;2807910 Madrid distrito 10;2807910184 Madrid sección 10184;Porcentaje de población española;2022;89,6
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Edad media de la población;2022;45,3
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Porcentaje de población menor de 18 años;2022;14,7
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Porcentaje de población de 65 y más años;2022;20,2
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Población;2022;802
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Porcentaje de población española;2022;79,4
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Edad media de la población;2022;43,2
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Porcentaje de población menor de 18 años;2022;16,8
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Porcentaje de población de 65 y más años;2022;19,1
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Población;2022;1.365
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Porcentaje de población española;2022;80,4
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Edad media de la población;2022;46,3
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Porcentaje de población menor de 18 años;2022;15,3
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Porcentaje de población de 65 y más años;2022;24,3
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Población;2022;974
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Porcentaje de población española;2022;88,3
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Edad media de la población;2022;48,2
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Porcentaje de población de 65 y más años;2022;26,1
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Población;2022;1.502
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Porcentaje de población española;2022;83,2
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Edad media de la población;2022;46,1
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Porcentaje de población menor de 18 años;2022;15,9
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Porcentaje de población de 65 y más años;2022;25,6
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Población;2022;1.163
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Porcentaje de población española;2022;78,9
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Edad media de la población;2022;48,9
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Porcentaje de población de 65 y más años;2022;29,4
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Población;2022;1.566
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Porcentaje de población española;2022;81,7
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Edad media de la población;2022;50,5
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Porcentaje de población menor de 18 años;2022;11,3
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Porcentaje de población de 65 y más años;2022;32,1
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Población;2022;1.693
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Porcentaje de población española;2022;90,7
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Edad media de la población;2022;53,3
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Porcentaje de población menor de 18 años;2022;12,3
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Porcentaje de población de 65 y más años;2022;35,1
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Población;2022;766
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Porcentaje de población española;2022;91,1
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Edad media de la población;2022;48,6
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Porcentaje de población menor de 18 años;2022;12,3
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Porcentaje de población de 65 y más años;2022;29,9
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Población;2022;922
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Porcentaje de población española;2022;89,7
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Edad media de la población;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Población;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Porcentaje de población española;2022;
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Edad media de la población;2022;43,5
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Porcentaje de población menor de 18 años;2022;19,7
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Porcentaje de población de 65 y más años;2022;20,7
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Población;2022;1.653
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Porcentaje de población española;2022;87,5
28079 Madrid;2807910 Madrid distrito 10;2807910198 Madrid sección 10198;Edad media de la población;2022;46,7
28079 Madrid;2807910 Madrid distrito 10;2807910198 Madrid sección 10198;Porcentaje de población menor de 18 años;2022;13,9
